model_name,r2_score,complexity_score,efficiency_ratio,stability_score,combined_score
Best_Individual,0.9336625748167522,3500,0.2667607356619292,20.39413221072081,0.5156223738996756
Best_Ensemble,0.9354279619097925,175,5.345302639484529,20.57773219957039,0.6692285245385728
