sample_id,actual_value,individual_prediction,ensemble_prediction,individual_error,ensemble_error,individual_abs_error,ensemble_abs_error,individual_squared_error,ensemble_squared_error
120,260.61929374,265.4465409036638,267.62094091909734,-4.827247163663799,-7.001647179097347,4.827247163663799,7.001647179097347,23.30231517910019,49.02306322056184
121,1732.1735,1693.3797375268052,1715.3482720865788,38.793762473194874,16.82522791342126,38.793762473194874,16.82522791342126,1504.9560068266628,283.0882943385699
122,638.0,609.28933571984,618.534793084164,28.710664280160017,19.465206915836006,28.710664280160017,19.465206915836006,824.3022434080564,378.89428027630987
123,1.76,8.929632920452592,7.276784274650336,-7.169632920452592,-5.516784274650337,7.169632920452592,5.516784274650337,51.40363621403757,30.43490873302924
124,19.2,22.071217067779227,21.44797368011936,-2.8712170677792272,-2.2479736801193617,2.8712170677792272,2.2479736801193617,8.243887450306744,5.053385666509387
125,7.52748,11.750291805465684,10.92573547549993,-4.2228118054656845,-3.398255475499931,4.2228118054656845,3.398255475499931,17.832139544380354,11.548140276765261
126,8899.0,9352.75407245666,8814.154218864638,-453.75407245666065,84.8457811353619,453.75407245666065,84.8457811353619,205892.75827100445,7198.806576469734
127,139.8452,191.1041061459722,179.90923550724227,-51.25890614597219,-40.06403550724227,51.25890614597219,40.06403550724227,2627.4754592815857,1605.1269411255691
128,5.16,9.10468172655161,8.06653083095711,-3.944681726551609,-2.9065308309571094,3.944681726551609,2.9065308309571094,15.560513923790184,8.447921471304225
129,410.0007,385.1145990293676,395.01715402264017,24.886100970632413,14.983545977359825,24.886100970632413,14.983545977359825,619.3180215205115,224.50665005565577
130,444.962,458.33544865657166,457.02119566579734,-13.373448656571668,-12.059195665797347,13.373448656571668,12.059195665797347,178.84912896995854,145.4242001059855
131,1232.493,1231.0179745397702,1226.9061455067906,1.4750254602297446,5.58685449320933,1.4750254602297446,5.58685449320933,2.17570010832597,31.21294312829328
132,158.9142035,146.3628873172245,145.44441522319954,12.551316182775508,13.469788276800472,12.551316182775508,13.469788276800472,157.53553792000235,181.43519622183143
133,168.4499,193.81107513553218,188.26727212255753,-25.361175135532164,-19.817372122557515,25.361175135532164,19.817372122557515,643.1892042551349,392.72823784391977
134,317.83,374.9476650551422,374.86044927899377,-57.1176650551422,-57.030449278993785,57.1176650551422,57.030449278993785,3262.427661351412,3252.472144963883
135,635.6,604.8728581257725,610.3593679193227,30.727141874227527,25.2406320806773,30.727141874227527,25.2406320806773,944.1572477589068,637.0895078321162
136,14.4,14.05140485386812,14.014988911994447,0.3485951461318795,0.3850110880055535,0.3485951461318795,0.3850110880055535,0.12151857590670641,0.14823353788722007
137,117.27868218,109.71692866292689,110.24752116137321,7.5617535170731145,7.03116101862679,7.5617535170731145,7.03116101862679,57.180116252967615,49.43722526985692
138,271.098,279.00816194839217,276.3214076610614,-7.910161948392158,-5.223407661061401,7.910161948392158,5.223407661061401,62.570662049791224,27.283987593634937
139,160.0,203.71861655949914,197.60896405940494,-43.71861655949914,-37.60896405940494,43.71861655949914,37.60896405940494,1911.3174338765123,1414.4341776216124
140,116.0,211.96923325614182,200.07032853827783,-95.96923325614182,-84.07032853827783,95.96923325614182,84.07032853827783,9210.093731771756,7067.820140533972
141,711.9392,703.4246228258994,704.8163850159278,8.514577174100623,7.122814984072193,8.514577174100623,7.122814984072193,72.49802445371535,50.73449329732335
142,3.34,11.2135863326829,9.705273636906309,-7.873586332682899,-6.365273636906309,7.873586332682899,6.365273636906309,61.99336173821095,40.516708472694475
143,791.3967,830.0092070800382,830.022941860058,-38.6125070800382,-38.62624186005803,38.6125070800382,38.62624186005803,1490.925703006,1491.9865602316993
144,21.0,35.37067909050031,31.65446428676641,-14.37067909050031,-10.654464286766409,14.37067909050031,10.654464286766409,206.51641752214283,113.51760923798084
145,581.62598481,586.1953194247712,585.360987823715,-4.569334614771265,-3.7350030137150725,4.569334614771265,3.7350030137150725,20.87881882174686,13.950247512460674
146,425.8922,474.8727320976679,465.7873585026484,-48.98053209766789,-39.89515850264837,48.98053209766789,39.89515850264837,2399.0925245706744,1591.6236719514366
147,8.4,25.904859584055203,22.75692051274133,-17.504859584055204,-14.35692051274133,17.504859584055204,14.35692051274133,306.4201090574893,206.1211666091728
148,15.6,31.71464720432331,29.7596754647363,-16.11464720432331,-14.159675464736301,16.11464720432331,14.159675464736301,259.68185451980514,200.49640926665518
149,166.54292,195.84857131508386,192.27838150324655,-29.30565131508385,-25.73546150324654,29.30565131508385,25.73546150324654,858.8211990012758,662.3139787850847
150,19.1,20.832333367357965,20.593121251060232,-1.7323333673579633,-1.4931212510602307,1.7323333673579633,1.4931212510602307,3.00097889566178,2.229411070367669
151,689.6911,690.179770220874,699.4300495003752,-0.48867022087404166,-9.738949500375156,0.48867022087404166,9.738949500375156,0.23879858476908467,94.84713737085751
152,14.30227832,32.94501044087044,28.9348332751917,-18.64273212087044,-14.6325549551917,18.64273212087044,14.6325549551917,347.5514609305345,214.1116645167052
153,479.9,471.0492738056035,472.5037331575856,8.850726194396486,7.396266842414377,8.850726194396486,7.396266842414377,78.33535416817611,54.70476320419834
154,64.51916662,71.99059912833452,70.16343176618645,-7.47143250833453,-5.644265146186456,7.47143250833453,5.644265146186456,55.82230372659801,31.85772904045521
155,2541.579,2534.7078218570095,2537.930026910303,6.87117814299063,3.6489730896973924,6.87117814299063,3.6489730896973924,47.21308907271216,13.315004609335734
156,3299.0754,3238.8090709896305,3242.8304461246908,60.266329010369645,56.24495387530942,60.266329010369645,56.24495387530942,3632.030412386122,3163.494836435684
157,180.20961,196.3750131502134,192.51526780938357,-16.165403150213393,-12.305657809383575,16.165403150213393,12.305657809383575,261.3202590089291,151.42921412164299
158,4.3,9.301853696220359,8.27591375590805,-5.001853696220359,-3.97591375590805,5.001853696220359,3.97591375590805,25.01854039839327,15.807890194418858
159,156.37236,185.0714779422135,179.71909840920335,-28.69911794221352,-23.34673840920337,28.69911794221352,23.34673840920337,823.6393706610819,545.0701943477718
160,1048.8,1102.0393744395735,1093.0792763935206,-53.23937443957357,-44.279276393520604,53.23937443957357,44.279276393520604,2834.430990717119,1960.654317933791
161,21.2,23.67338898689733,24.210743090192423,-2.47338898689733,-3.010743090192424,2.47338898689733,3.010743090192424,6.117653080505001,9.064573955141427
162,508.528,553.2249312163971,551.8958521634702,-44.69693121639705,-43.36785216347016,44.69693121639705,43.36785216347016,1997.8156601633289,1880.7706012726035
163,330.54154328,313.35229250101287,320.0844201679806,17.189250778987116,10.45712311201936,17.189250778987116,10.45712311201936,295.4703423429092,109.35142377992946
164,3135.69506346,3416.567288939737,3466.6390950755667,-280.87222547973715,-330.9440316155669,280.87222547973715,330.9440316155669,78889.2070459403,109523.95206196536
165,182.43442,215.2725468114809,213.04157153506736,-32.83812681148092,-30.607151535067374,32.83812681148092,30.607151535067374,1078.3425724869019,936.797725090577
166,206.5895,214.53794706546662,213.74688844749235,-7.948447065466638,-7.157388447492366,7.948447065466638,7.157388447492366,63.17781075252521,51.22820938829718
167,1169.60853776,1174.27726903399,1177.877075995171,-4.6687312739900335,-8.268538235171036,4.6687312739900335,8.268538235171036,21.797051708732603,68.36872454648535
168,2.1,29.741454634397215,24.413532341107544,-27.641454634397213,-22.313532341107543,27.641454634397213,22.313532341107543,764.0500143054392,497.89372553765224
169,4.8,11.554643483566599,10.194803937591104,-6.754643483566599,-5.394803937591104,6.754643483566599,5.394803937591104,45.62520859008872,29.10390952504848
170,212.94503269,226.62306939475656,221.93147577620283,-13.67803670475655,-8.986443086202826,13.67803670475655,8.986443086202826,187.08868809666743,80.75615934156257
171,3747.19691853,3702.8619456326705,3657.398617155565,44.33497289732941,89.79830137443514,44.33497289732941,89.79830137443514,1965.589821806933,8063.734929733881
172,184.3414,199.24540677322082,195.84237379616565,-14.904006773220829,-11.500973796165653,14.904006773220829,11.500973796165653,222.12941789621235,132.27239826008898
173,1.94,28.146619924531922,25.639093441530076,-26.20661992453192,-23.699093441530074,26.20661992453192,23.699093441530074,686.7869278688735,561.6470299503737
174,279.68899816,288.4870980127536,285.41529851861924,-8.798099852753637,-5.726300358619255,8.798099852753637,5.726300358619255,77.40656101902357,32.790515797123014
175,760.0,806.836050251598,808.3946871438104,-46.83605025159795,-48.394687143810415,46.83605025159795,48.394687143810415,2193.6156031702085,2342.045743747289
176,66.74396547,127.26606155049096,131.44302303060235,-60.522096080490954,-64.69905756060234,60.522096080490954,64.69905756060234,3662.9241139761784,4185.968049230135
177,1013.87261833,1024.1296511767055,1022.6687960202141,-10.257032846705442,-8.796177690214108,10.257032846705442,8.796177690214108,105.20672281839435,77.37274195782041
178,618.471,622.1507517090391,622.8443819590068,-3.679751709039124,-4.373381959006792,3.679751709039124,4.373381959006792,13.540572640176352,19.12646975936609
179,868.0,938.2944175769981,933.0956349726137,-70.29441757699806,-65.09563497261365,70.29441757699806,65.09563497261365,4941.305142489374,4237.441692487761
180,921.707,968.5146363744057,979.3025492093855,-46.80763637440566,-57.59554920938547,46.80763637440566,57.59554920938547,2190.954822958584,3317.247288730743
181,17.6,32.29454597016883,30.120370784590968,-14.694545970168832,-12.520370784590966,14.694545970168832,12.520370784590966,215.92968126940505,156.759684583639
182,2542.64,2653.353871616024,2673.905009325359,-110.71387161602433,-131.2650093253592,110.71387161602433,131.2650093253592,12257.561368209519,17230.502673186635
